"GunslashPA08","アディションバレット","『銃剣』用のフォトンアーツ。
蹴撃で目標を吹き飛ばした後
追い打ちの銃弾を、三発放つ。"
"GunslashPA09","クライゼンシュラーク","『銃剣』用のフォトンアーツ。
銃剣の特性である斬ると撃つを
同時に行う必殺の攻撃手段。"
"GunslashPA10","レーゲンシュラーク","『銃剣』用のフォトンアーツ。
構えから目標に向けて突撃後
目標に零距離での銃撃を見舞う。"
"GunslashPA11","シュトレツヴァイ","『銃剣』用のフォトンアーツ。
銃／剣の形態ごとに異なる攻撃を行う。
攻撃中の武器アクションで切り替える。"
"RiflePA01","ピアッシングシェル","『長銃』用のフォトンアーツ。
貫通性能のある弾丸を装填、発射する。
集束された一撃の威力は高い。"
"RiflePA02","グレネードシェル","『長銃』用のフォトンアーツ。
着弾炸裂する弾丸を装填、発射する。
爆発に多くの目標を巻き込む事が可能。"
"RiflePA03","ワンポイント","『長銃』用のフォトンアーツ。
一点に射撃を集中させる。
シンプルな分、純粋火力は高い。"
"RiflePA04","ディフューズシェル","『長銃』用のフォトンアーツ。
弾倉を変更し、拡散銃弾を放つ。
多くの目標を巻き込むことが可能。"
"RiflePA05","ホーミングエミッション","『長銃』用のフォトンアーツ。
チャージ中、ターゲットサイトに捉えた
目標に対し追尾弾を放つことが可能。"
"RiflePA06","インパクトスライダー","『長銃』用のフォトンアーツ。
スライディングしながら銃弾を
ばらまく、移動を兼ねた技。"
"RiflePA07","スニークシューター","『長銃』用のフォトンアーツ。
匍匐前進の後、任意のタイミングで
不意打ち射撃を行うことが出来る。"
"RiflePA08","グローリーレイン","『長銃』用のフォトンアーツ。
銃弾を天へと向かい、ばらまいて
周囲に無数の弾を雨のように降らせる。"
"RiflePA09","パラレルスライダー","『長銃』用のフォトンアーツ。
対象を捕捉しながら、後方もしくは
左右に移動し効果的な射撃を放つ。"
"RiflePA10","サテライトカノン","『長銃』用のフォトンアーツ。
目標の上空から強力な射撃を行う。
チャージすることで威力が上昇する。"
"RiflePA11","エンドアトラクト","『長銃』用のフォトンアーツ。
とっておきの一弾は万物を撃ち貫く。
チャージで貫通力が上昇する。"
"LauncherPA01","ディバインランチャー","『大砲』用のフォトンアーツ。
説明不要の超強力なグレネード弾を
装填、発射する。"
"LauncherPA02","コンセントレイトワン","『大砲』用のフォトンアーツ。
単一の目標に向かって
グレネード弾を三発連続発射する。"
"LauncherPA03","クラスターバレット","『大砲』用のフォトンアーツ。
空中に向かい、集束爆弾を打ち上げる。
集束爆弾は周囲一帯に弾丸をばらまく。"
"LauncherPA04","クラッカーバレット","『大砲』用のフォトンアーツ。
着弾地点で複数回はじけ飛ぶ
特殊爆弾を発射する。"
"LauncherPA05","ゼロディスタンス","『大砲』用のフォトンアーツ。
距離を極限までつめ、リスクを
顧みない零距離砲撃を敢行する。"
"LauncherPA06","ロデオドライブ","『大砲』用のフォトンアーツ。
グレネードの着弾爆風を利用して
移動しながら突進攻撃を行う。"
"LauncherPA07","クレイジースマッシュ","『大砲』用のフォトンアーツ。
武器自身の圧倒的な重量を活かし
全力で殴りつける。"
"LauncherPA08","フェイクシルエット","『大砲』用のフォトンアーツ。
囮を生みだす特殊弾丸を発射。
JAによる威力上昇は発生しない。"
"LauncherPA09","フレイムバレット","『大砲』用のフォトンアーツ。
特殊な弾丸で激しい火炎を放つ。
ボタンホールドで攻撃回数が増加。"
"LauncherPA10","コスモスブレイカー","『大砲』用のフォトンアーツ。
超低速の高威力グレネード弾を発射。
ボタンホールドで飛距離が延長。"
"LauncherPA11","スフィアイレイザー","『大砲』用のフォトンアーツ。
凝縮したフォトン粒子砲を発射。
ボタンホールドで撃ち続ける。"
"MachinegunPA01","エリアルシューティング","『双機銃』用のフォトンアーツ。
強力な蹴撃で目標を打ち上げる。
チャージすることで追撃を行う。"
"MachinegunPA02","バレットスコール","『双機銃』用のフォトンアーツ。
目標を地に叩き伏せ、弾丸の雨を
降らす。ボタン連打で攻撃回数が増加。"
"MachinegunPA03","デッドアプローチ","『双機銃』用のフォトンアーツ。
目標との距離を詰め、零距離からの
強力な体当たりを繰り出す。"
"MachinegunPA04","メシアタイム","『双機銃』用のフォトンアーツ。
空間を支配し、スローモーの世界で
双銃と舞い、弾雨を敵に浴びせる。"
"MachinegunPA05","インフィニティファイア","『双機銃』用のフォトンアーツ。
移動しながら無数の銃弾を放つ。
ボタン連打で攻撃回数が増加。"
"MachinegunPA06","サテライトエイム","『双機銃』用のフォトンアーツ。
深く腰を落とし、空を射貫くような
強力な射撃を行う。"
"MachinegunPA07","エルダーリベリオン","『双機銃』用のフォトンアーツ。
目標に対し、肉薄するほどの距離で
銃と肉体の連動した連続攻撃を放つ。"
"MachinegunPA08","リバースタップ","『双機銃』用のフォトンアーツ。
逆立ちの体勢をとり、周囲に
回転蹴りを放つ。"
"MachinegunPA09","ヒールスタッブ","『双機銃』用のフォトンアーツ。
意表をつき、渾身の踵落としを放つ。
チャージすることで追撃を行う。"
"MachinegunPA10","シフトピリオド","『双機銃』用のフォトンアーツ。
自身の周囲に銃弾の壁を作り
最後の一撃で一斉に弾き飛ばす。"
"MachinegunPA11","グリムバラージュ","『双機銃』用のフォトンアーツ。
瞬時に懐に飛び込み敵を射抜く。
追加で双機銃による追撃を行う。"
"KatanaPA01","ツキミサザンカ","『抜剣』用のフォトンアーツ。
目標を打ち上げ、空中追撃を行う。
そこからさらなる連携が可能となる。"
"KatanaPA02","ゲッカザクロ","『抜剣』用のフォトンアーツ。
高く飛び上がっての打ち下ろしから
すかさず上方へ切り返す斬撃。"
"KatanaPA03","カンランキキョウ","『抜剣』用のフォトンアーツ。
自らの周囲に高速の斬撃を繰り出す。
チャージで攻撃回数が増加。"
"KatanaPA04","サクラエンド","『抜剣』用のフォトンアーツ。
構え状態から、神速の抜剣攻撃を行う。
チャージで威力が上昇する。"
"KatanaPA05","ヒエンツバキ","『抜剣』用のフォトンアーツ。
前方に抜剣を投擲し、広範囲の
目標を切り刻む。"
"KatanaPA06","アサギリレンダン","『抜剣』用のフォトンアーツ。
目標に高速で接近してから、
無慈悲な連続斬撃を繰り出す。"
"KatanaPA07","ハトウリンドウ","『抜剣』用のフォトンアーツ。
抜刀と共に波打つ斬撃を放つ。
チャージで威力が上昇する。"
"KatanaPA08","シュンカシュンラン","『抜剣』用のフォトンアーツ。
方向入力で怒涛の連続攻撃を放つ。
チャージで威力が上昇する。"
"KatanaPA09","カザンナデシコ","『抜剣』用のフォトンアーツ。
精神統一した後、無慈悲の一撃を放つ。
カタナギア解放中ギア減少速度が低下。"
"KatanaPA10","フドウクチナシ","『抜剣』用のフォトンアーツ。
高速の抜刀と共に発生した衝撃波で
周囲の目標をまとめて気絶させる。"
"KatanaPA11","グレンテッセン","『抜剣』用のフォトンアーツ。
目標を刺貫く神速の抜刀術。方向入力で
ＰＰを消費し、一閃に派生する。"
"CompoundBowPA01","マスターシュート","『強弓』用のフォトンアーツ。
複数の矢を同時に放つ。
チャージで矢の数が増加。"
"CompoundBowPA02","ペネトレイトアロウ","『強弓』用のフォトンアーツ。
貫通性能のある矢を発射する。
チャージすることで威力上昇。"
"CompoundBowPA03","トレンシャルアロウ","『強弓』用のフォトンアーツ。
対象地点に矢の雨を降らせる。
チャージすることで矢の数が増加。"
"CompoundBowPA04","グラヴィティポイント","『強弓』用のフォトンアーツ。
特殊な矢により力場を発生させる。
チャージすることで引力を強化。"
"CompoundBowPA05","カミカゼアロウ","『強弓』用のフォトンアーツ。
自らを矢として射る、捨て身の攻撃。
チャージすることで威力上昇。"
"CompoundBowPA06","シャープボマー","『強弓』用のフォトンアーツ。
後方に飛び退きつつ、空中から
特殊な矢を放ち前方を爆発させる。"
"CompoundBowPA07","ラストネメシス","『強弓』用のフォトンアーツ。
精神を集中し、全てを貫く力を
矢に託して放つ、究極の一射。"
"CompoundBowPA08","トリットシューター","『強弓』用のフォトンアーツ。
連続蹴撃の後に矢を放つ多段攻撃。
チャージすることで攻撃回数が増加。"
"CompoundBowPA09","バニッシュアロウ","『強弓』用のフォトンアーツ。
追加衝撃により炸裂する矢を放つ。
チャージすることで攻撃範囲拡大。"
"CompoundBowPA10","ミリオンストーム","『強弓』用のフォトンアーツ。
敵を貫く無数の矢を同時に発射する。
ボタンホールド中、自動で連射。"
"CompoundBowPA11","チェイスアロウ","『強弓』用のフォトンアーツ。
3本までキープされる追撃矢を放つ。
矢は他のＰＡとチャージテクニックに反応。"
"JetBootsPA01","ストライクガスト","『魔装脚』用のフォトンアーツ。
回し蹴りを叩き込み、敵を浮かせる。
派生で急降下し、蹴撃を叩き込む。"
"JetBootsPA02","グランウェイヴ","『魔装脚』用のフォトンアーツ。
フォトンの波に乗り、連続攻撃を放つ。
派生で追撃後、すかさず距離を取る。"
"JetBootsPA03","モーメントゲイル","『魔装脚』用のフォトンアーツ。
尋常ならざる速さで左右へ蹴り抜ける。
派生で、周囲に回転攻撃を放つ。"
"JetBootsPA04","ヴィントジーカー","『魔装脚』用のフォトンアーツ。
ギアを全消費することで、限界を超えた
一撃を放つ。派生で前方に蹴撃を行う。"
"DbladePA01","ディストラクトウィング","『飛翔剣』用のフォトンアーツ。
目にも留まらぬ神速で踏み込み
十字斬りを見舞う。"
"DbladePA02","ディスパースシュライク","『飛翔剣』用のフォトンアーツ。
フォトンの刃を散開させ
移動しながら周囲を攻撃する。"
"DbladePA03","ヘブンリーカイト","『飛翔剣』用のフォトンアーツ。
フォトンの刃と共に斬り上げ
更に追撃の回転斬りを行う。"
"DbladePA04","ジャスティスクロウ","『飛翔剣』用のフォトンアーツ。
斬撃により正義の印を刻み、投げ放つ。
正義の印は爆発し、敵を打ち砕く。"
"DbladePA05","スターリングフォール","『飛翔剣』用のフォトンアーツ。
自身の周囲にフォトンの刃を展開し
爆発と共に四散させる無慈悲な攻撃。"
"DbladePA06","ケストレルランページ","『飛翔剣』用のフォトンアーツ。
フォトンの刃と共に乱舞を繰り出し
数多の刃で目標を微塵に斬り刻む。"
"DbladePA07","イモータルダーヴ","『飛翔剣』用のフォトンアーツ。
フォトンの刃で巨大な剣を形成し
前方に向かって叩きつける。"
"WpnmanSwordPA01","ライジングスラッシュ","『大剣』ヒーロー用フォトンアーツ。
大剣を上空に投げ、ボタンホールド中
斬り続ける。最後に強力な斬撃を放つ。 "
"WpnmanSwordPA02","ブライトネスエンド","『大剣』ヒーロー用フォトンアーツ。
回避しながら攻撃を行う。
チャージすると、広範囲攻撃になる。"
"WpnmanSwordPA03","フラッシュオブトリック","『大剣』ヒーロー用フォトンアーツ。
高速突進の突きを行う。ボタン長押しで
導具に持ち替え、追撃する。"
"WpnmanSwordPA04","ヴェイパーオブバレット","『大剣』ヒーロー用フォトンアーツ。
気弾を連射し移動する。ボタン長押しで
双機銃に持ち替え、追撃する。"
"WpnmanSwordPA05","HSPA5","blank"
"WpnmanSwordPA06","HSPA6","blank"
"WpnmanMachinegunPA01","ブランニュースター","『双機銃』ヒーロー用フォトンアーツ。
片手撃ちの連射を目標に見舞う。
攻撃回避後に放つと銃弾が強化される。"
"WpnmanMachinegunPA02","ファイナルストーム","『双機銃』ヒーロー用フォトンアーツ。
任意の方向に前進移動を行いながら
射撃で、周囲の敵を一掃する。"
"WpnmanMachinegunPA03","セカンドオブエッジ","『双機銃』ヒーロー用フォトンアーツ。
目標との距離を詰め、双機銃で撃ち放ち
長押しで大剣に持ち替え、追撃する。"
"WpnmanMachinegunPA04","モーメントオブトリック","『双機銃』ヒーロー用フォトンアーツ。
目標に向かって高速の射撃を行った後
長押しで導具に持ち替え、追撃する。"
"WpnmanTalisPA01","ジェットホイール","『導具』ヒーロー用フォトンアーツ。
標的を斬り裂く手裏剣を展開する。
他のＨｒ武器へ持ち替えても効果は残る。"
"WpnmanTalisPA02","ワイズハウンド","『導具』ヒーロー用フォトンアーツ。
標的をとらえ斬り続ける手裏剣を放つ。
他のＨｒ武器へ持ち替えても効果は残る。"
"WpnmanTalisPA03","ダイブオブバレット","『導具』ヒーロー用フォトンアーツ。
後方に移動し、標的を怯ます導具を放ち
長押しで双機銃に持ち替え、追撃する。"
"WpnmanTalisPA04","レーサーオブエッジ","『導具』ヒーロー用フォトンアーツ。
導具を投げ、当てた先に向けて急接近し
長押しで大剣に持ち替え、追撃する。"
"VillainKatanaPA01","シュメッターリング","『抜剣』ファントム用フォトンアーツ。
素早く間合いを詰める格闘攻撃を行う。
武器アクション中の使用で動作が変化。"
"VillainKatanaPA02","フォルターツァイト","『抜剣』ファントム用フォトンアーツ。
前方を連続で斬りつける攻撃を行う。
武器アクション中の使用で動作が変化。"
"VillainKatanaPA03","ヴォルケンクラッツァー","『抜剣』ファントム用フォトンアーツ。
衝撃波を伴う降下攻撃を行う。
武器アクション中の使用で動作が変化。"
"VillainKatanaPA04","ローゼシュヴェルト","『抜剣』ファントム用フォトンアーツ。
距離を取り、強力な突き攻撃を行う。
武器アクション中の使用で動作が変化。"
"VillainRiflePA01","クーゲルシュトゥルム","『長銃』ファントム用フォトンアーツ。
前方広範囲に掃射を行う。
武器アクション中の使用で動作が変化。"
"VillainRiflePA02","ナハトアングリフ","『長銃』ファントム用フォトンアーツ。
ボタンを離すと起爆するビットを放つ。
武器アクション中の使用で動作が変化。"
"VillainRiflePA03","フェアブレッヒェン","『長銃』ファントム用フォトンアーツ。
移動しながらビットを並べる。
武器アクション中の使用で動作が変化。"
"VillainRiflePA04","シュトラーフェ","『長銃』ファントム用フォトンアーツ。
標的を攻撃し続けるビットを放つ。
武器アクション中の使用で動作が変化。"
"VillainRodPA01","ルーフコンツェルト","『長杖』ファントム用フォトンアーツ。
連撃を繰り出し、衝撃波を飛ばす。
武器アクション中の使用で動作が変化。"
"VillainRodPA02","フェルカーモルト","『長杖』ファントム用フォトンアーツ。
自分の周囲に衝撃波を放つ。
武器アクション中の使用で動作が変化。"
"VillainRodPA03","シュヴァルツカッツェ","『長杖』ファントム用フォトンアーツ。
武器で切りつけた後、高速で離脱する。
武器アクション中の使用で動作が変化。"
"VillainRodPA04","アイゼンフリューゲル","『長杖』ファントム用フォトンアーツ。
テクニック起点となるタリスを放つ。
武器アクション中の使用で動作が変化。"
"MasterDsaberPA01","アブソリュートクエーサー","『両剣』エトワール用ＰＡ。
目標に高速で接近し、多彩な斬撃を
繰り出して周囲を薙ぎ払う。"
"MasterDsaberPA02","セイバーデストラクション","『両剣』エトワール用ＰＡ。
高速で周回するフォトンの刃をまとい
幾重にも目標を斬りつける。"
"MasterDsaberPA03","シューティングスター","『両剣』エトワール用ＰＡ。
飛び上がって大きく薙ぎ払った後
フォトンの剣を流星の如く降らせる。"
"MasterDsaberPA04","セレスティアルコライド","『両剣』エトワール用ＰＡ。
かかと落としと同時に放った攻撃の後
大きなフォトン刃を目標に蹴り放つ。"
"MasterDbladePA01","ディストーションピアス","『飛翔剣』エトワール用ＰＡ。
目標を両手の刃で突き刺して切り裂き
追撃でフォトンの刃を放つ。"
"MasterDbladePA02","ラディアントスティング","『飛翔剣』エトワール用ＰＡ。
空中連撃の後、重い一撃を叩きつけ
追撃でフォトンの刃が周囲を薙ぐ。"
"MasterDbladePA03","バーティカルフロウ","『飛翔剣』エトワール用ＰＡ。
急上昇の後、直下への強襲を放ち
追撃でフォトンの刃を展開。"
"MasterDbladePA04","ライトウェーブ","『飛翔剣』エトワール用ＰＡ。
連撃と共に巨大な衝撃波を幾重にも放ち
追撃でフォトンの刃を展開、敵を貫く。"
"MasterWandPA01","プリズムサーキュラー","『短杖』エトワール用ＰＡ。
流れるフォトン帯を纏い、連撃を放つ。
ＰＡ中に武器アクションで性能が変化。"
"MasterWandPA02","グリッターストライプ","『短杖』エトワール用ＰＡ。
フォトン帯を収束させ、目標に放つ。
ＰＡ中に武器アクションで性能が変化。"
"MasterWandPA03","ブラックホールラプチャー","『短杖』エトワール用ＰＡ。
目標を吸い寄せ、爆発を発生させる。
ＰＡ中に武器アクションで性能が変化。"
"MasterWandPA04","ルミナスフレア","『短杖』エトワール用ＰＡ。
フォトンの束を前方に激しく放つ。
ＰＡ中に武器アクションで性能が変化。"
"Fire01","フォイエ","初級の炎属性テクニック。
フォトンを熱量変換し
火の玉として放出する。"
"Fire02","ギ・フォイエ","中級の炎属性テクニック。
フォトンの連鎖発火を誘発し
自身の周囲に炎の渦を発生させる。"
"Fire03","ラ・フォイエ","中級の炎属性テクニック。
フォトンを集束させ、起爆し
任意の場所に、爆発を発生させる。"
"Fire04","サ・フォイエ","中級の炎属性テクニック。
フォトンに相互干渉を行わせ
前方に炎の波を発生させる。"
"Fire05","シフタ","炎属性の補助テクニック。
フォトンを励起し、自身と周囲にいる
味方の攻撃力を上昇させる。"
"Fire06","ナ・フォイエ","上級の炎属性テクニック。
凝縮した炎を前方に放ち
広範囲を炎上させる。"
"Fire07","イル・フォイエ","上級の炎属性テクニック。
目標に向けて、巨大な炎の塊を落とし
大きな爆発を引き起こす。"
"Ice01","バータ","初級の氷属性テクニック。
フォトンを媒介にして、大気を冷却し
射線上に氷柱を走らせる。"
"Ice02","ギ・バータ","中級の氷属性テクニック。
フォトンを媒介に、大気を急速冷却し
前方広範囲に氷の礫を発生させる。"
"Ice03","ラ・バータ","中級の氷属性テクニック。
フォトンを介して、大気状態に干渉。
自身の周囲に吹雪を発生させる。"
"Ice04","サ・バータ","中級の氷属性テクニック。
フォトンを操り、大気圧を調整。
目標地点に対し、氷柱を落とす。"
"Ice05","デバンド","氷属性の補助テクニック。
フォトンを励起し、自身と周囲にいる
味方の防御力を上昇させる。"
"Ice06","ナ・バータ","上級の氷属性テクニック。
大気に干渉し続ける連鎖冷却反応により
ボタンホールドで冷気を放出し続ける。"
"Ice07","イル・バータ","上級の氷属性テクニック。
ダメージを与えつつ、同じテクニックの
威力を増幅させる氷の紋章を刻み込む。"
"Thunder01","ゾンデ","初級の雷属性テクニック。
フォトンを励起させ、放電現象を作り
任意の場所に落雷を落とす。"
"Thunder02","ギ・ゾンデ","中級の雷属性テクニック。
フォトンを励起させ、電撃を放つ。
電撃は目標から目標へと広がってゆく。"
"Thunder03","ラ・ゾンデ","中級の雷属性テクニック。
フォトンを励起させ、放電球体を生成。
発動させる高さによって範囲が変化。"
"Thunder04","サ・ゾンデ","中級の雷属性テクニック。
フォトンを励起し、他の電撃で攻撃を
誘発させる雷の球を目標に植え付ける。"
"Thunder05","ゾンディール","雷属性の補助テクニック。
周囲の敵を吸い寄せる電磁場を発生させ
その場に電撃を放つと雷が発生する。"
"Thunder06","ナ・ゾンデ","上級の雷属性テクニック。
自らを帯電させ、周囲に強力な電場を
作る。ボタン連打で攻撃回数が増加。"
"Thunder07","イル・ゾンデ","上級の雷属性テクニック。
フォトンを励起し、自ら帯電した
鳥と化し、前方に素早く突撃する。"
"Wind01","ザン","初級の風属性テクニック。
かまいたちのブーメランを作り出し
対象に向けて放つ。"
"Wind02","ギ・ザン","中級の風属性テクニック。
フォトンによる気圧変動によって
操者の周囲にかまいたちを生みだす。"
"Wind03","ラ・ザン","中級の風属性テクニック。
目標周囲の気圧を操作し
竜巻を発生させ、攻撃する。"
"Wind04","サ・ザン","中級の風属性テクニック。
操者の前方に、周囲の目標を
吸い寄せる竜巻を発生させる。"
"Wind05","ナ・ザン","上級の風属性テクニック。
凝縮した風を操者の前方に生みだす。
範囲が狭いが、非常に強力。"
"Wind06","ザンバース","風属性の補助テクニック。
凝縮フォトンを展開し、自身と範囲内の
味方の攻撃時に、風の追撃が発生。"
"Wind07","イル・ザン","上級の風属性テクニック。
周囲の気圧を操作し、渦の中心に
敵を吸い寄せる竜巻を撃ちだす。"
"Light01","グランツ","初級の光属性テクニック。
フォトンを結晶化し、光の矢を生成。
目標に向かって空から降らせる。"
"Light02","ギ・グランツ","中級の光属性テクニック。
フォトンを結晶化し、光の剣を展開。
そのまま周囲の敵をなぎ払う。"
"Light03","ラ・グランツ","中級の光属性テクニック。
フォトンを結晶化し、光の槍を生成。
前方に向かって発射する。"
"Light04","レスタ","光属性の回復テクニック。
フォトンが新陳代謝を促進させ、自身と
周囲にいる味方の体力を回復させる。"
"Light05","アンティ","光属性の状態異常治療テクニック。
自身と周囲にいる味方の状態異常を
フォトンの治癒効果で浄化する。"
"Light06","ナ・グランツ","上級の光属性テクニック。
フォトンを超高密度で反射させ続ける
光球を設置する。"
"Light07","イル・グランツ","上級の光属性テクニック。
フォトンを結晶化し、光の粒を生成。
光の粒は目標を追尾し、炸裂する。"
"Dark01","メギド","初級の闇属性テクニック。
凝縮されたフォトンは、目標を
追尾し、接触時に炸裂する。"
"Dark02","ギ・メギド","中級の闇属性テクニック。
目標に向けて、凝縮された
フォトンの帯を差し向け攻撃する。"
"Dark03","ラ・メギド","中級の闇属性テクニック。
操者の周囲に、凝縮フォトンの塊を
降り注がせる。"
"Dark04","サ・メギド","中級の闇属性テクニック。
目標を執拗に追尾する
フォトン塊を発生させる。"
"Dark05","メギバース","闇属性の補助テクニック。
自身と範囲内の味方が与えたダメージで
体力を回復できるフォトン領域を展開。"
"Dark06","ナ・メギド","上級の闇属性テクニック。
ボタンホールドでフォトンを凝縮させ
臨界点に達すると強力な爆発が発生。"
"Dark07","イル・メギド","上級の闇属性テクニック。
凝縮されたフォトンは、闇の腕となり
次々と目標へ向けて襲いかかる。"
"MultiWT01","ザンディオン","風と雷の複合属性テクニック。
風と雷の翼をまとい、数多の雷撃を
残しながら、目標へ向けて突撃する。"
"MultiFD01","フォメルギオン","炎と闇の複合属性テクニック。
炎と闇の力を放ち、全てを焼き尽くす。
捕らわれた目標は、獄炎に包まれる。"
"MultiIL01","バーランツィオン","氷と光の複合属性テクニック。
氷と光で作られた刃で突撃を行い
標的に華麗なる剣舞を見舞う。"
"PetAPA01","ワンダスライサー","『ワンダ』用のフォトンアーツ。
広範囲にわたる素早い双撃で
数多の敵を同時に攻撃する。"
"PetAPA02","ワンダショック","『ワンダ』用のフォトンアーツ。
閃光を伴う衝撃波を発生させ
敵の目をくらませ、気絶させる。"
"PetAPA03","ワンダブレイク","『ワンダ』用のフォトンアーツ。
円を描くような、強力な一撃を放つ。
範囲は狭いが、周囲の敵をなぎ倒せる。"
"PetAPA04","ワンダパルサー","『ワンダ』用のフォトンアーツ。
跳ねるように敵を突き上げて攻撃する。
ヒットした敵に持続ダメージが発生。"
"PetAPA05","ワンダアサルト","『ワンダ』用のフォトンアーツ。
フォトンをまとい、一直線に突撃をし
その後、プレイヤーの元へと戻る。"
"PetBPA01","トリムシャウト","『トリム』用のフォトンアーツ。
咆哮と共に気合を溜める。一定時間
特定のフォトンアーツの威力が上がる。"
"PetBPA02","トリムスタッブ","『トリム』用のフォトンアーツ。
瞬時に敵に近づき、体当たりで攻撃。
攻撃と同時に敵の反対側へ回る。"
"PetBPA03","トリムスラッシュ","『トリム』用のフォトンアーツ。
双翼のフォトンによる連続攻撃を行う。
幾重にも渡る翼撃は敵を切り刻む。"
"PetBPA04","トリムスパイラル","『トリム』用のフォトンアーツ。
力を溜め、必殺の突撃を放つ。
ボタンホールドで溜め、離すと発動。"
"PetBPA05","トリムバレット","『トリム』用のフォトンアーツ。
宙返りと共に羽根弾を発射する。
その後、プレイヤーの元へと戻る。"
"PetCPA01","サリィプロード","『サリィ』用のフォトンアーツ。
凝縮されたフォトン炸裂弾を発射する。
炸裂弾は放物線を描き飛んで行く。"
"PetCPA02","サリィフォール","『サリィ』用のフォトンアーツ。
フォトンによる重力場を形成し
敵を捕らえ、行動を阻害する。"
"PetCPA03","サリィテリトリー","『サリィ』用のフォトンアーツ。
激化するフォトンによる攻撃。
ボタンホールドで威力が上昇する。"
"PetCPA04","サリィチェイサー","『サリィ』用のフォトンアーツ。
敵をなぎ倒して進む追尾弾を発射する。
弾速は速いが、持続性は低い。"
"PetCPA05","サリィカース","『サリィ』用のフォトンアーツ。
ジェルン効果を持つ追尾弾を敵へ放つ。
ジェルンは攻撃力を低下させる。"
"PetDPA01","マロンストライク","『マロン』用のフォトンアーツ。
マロン本体を掴んで敵に投げつける。
敵にヒットするとマロンが爆発する。"
"PetDPA02","マロンブレイク","『マロン』用のフォトンアーツ。
円を描くような、強力な一撃を放つ。
敵に囲まれている時などに有効。"
"PetDPA03","マロンチェイサー","『マロン』用のフォトンアーツ。
持続性の高い追尾弾を発射する。
威力は低いが、柔軟性に富んでいる。"
"PetDPA04","マロンシールド","『マロン』用のフォトンアーツ。
マロンを盾にして敵の攻撃を防ぐ。
ボタンホールドで防ぎ続ける。"
"PetDPA05","マロンカース","『マロン』用のフォトンアーツ。
持続ダメージが発生する弾を放つ。
弾は追尾性で緩やかに対象へ向かう。"
"PetD2PA01","メロンストライク","『メロン』用のフォトンアーツ。
メロン本体を掴んで敵に投げつける。
敵にヒットするとメロンが爆発する。"
"PetD2PA02","メロンブレイク","『メロン』用のフォトンアーツ。
円を描くような、強力な一撃を放つ。
敵に囲まれている時などに有効。"
"PetD2PA03","メロンチェイサー","『メロン』用のフォトンアーツ。
持続性の高い追尾弾を発射する。
威力は低いが、柔軟性に富んでいる。"
"PetD2PA04","メロンシールド","『メロン』用のフォトンアーツ。
メロンを盾にして敵の攻撃を防ぐ。
ボタンホールドで防ぎ続ける。"
"PetD2PA05","メロンカース","『メロン』用のフォトンアーツ。
持続ダメージが発生する弾を放つ。
弾は追尾性で緩やかに対象へ向かう。"
"PetEPA01","ヴィオラチェンジ","『ヴィオラ』用のフォトンアーツ。
鈍重かつ頑強なモードに変化する。
再び使用すると元のモードに戻る。"
"PetEPA02","ヴィオラスライサー","『ヴィオラ』用のフォトンアーツ。
広範囲にわたる薙ぎ払いで
数多の敵を同時に攻撃する。"
"PetEPA03","ヴィオラスタンプ","『ヴィオラ』用のフォトンアーツ。
踏み付けによる衝撃波を発生させる。
衝撃波の中心は威力が高い。"
"PetEPA04","ヴィオラパルサー","『ヴィオラ』用のフォトンアーツ。
跳ねるように敵を突き上げて攻撃する。
ヒットした敵に持続ダメージが発生。"
"PetEPA05","ヴィオラアサルト","『ヴィオラ』用のフォトンアーツ。
フォトンをまとい、一直線に突撃をし
その後、プレイヤーの元へと戻る。"
"PetFPA01","ラッピーメロディー","『ラッピー』用のフォトンアーツ。
心地よい旋律で敵にダメージを与え
味方を回復する領域を作り出す。"
"PetFPA02","ラッピードロップ","『ラッピー』用のフォトンアーツ。
一生懸命に羽ばたき、落下することで
衝撃波を発生させる。"
"PetFPA03","ラッピーキャノン","『ラッピー』用のフォトンアーツ。
タルから炸裂ラッピー弾を発射する。
その後、プレイヤーの元へと戻る。"
"PetFPA04","ラッピーソニック","『ラッピー』用のフォトンアーツ。
かつてないほどに本気なラッピーが
目標を高速で切り刻む。"
"PetFPA05","ラッピーエンド","『ラッピー』用のフォトンアーツ。
フォトンによって具現化させた
極大のラッピーを目標に叩きつける。"
"PetGPA01","シンクロウザン","『シンクロウ』用のフォトンアーツ。
高速で接近し、フォトンの刃で一閃。
「繋ぎ」によって威力が上昇する。"
"PetGPA02","シンクロウキャク","『シンクロウ』用のフォトンアーツ。
敵の攻撃を回転でいなし、蹴り払う。
「繋ぎ」によって攻撃範囲が拡大する。"
"PetGPA03","シンクロウケン","『シンクロウ』用のフォトンアーツ。
拳による怒涛の乱打をお見舞いする。
「繋ぎ」によってヒット数が増加する。"
"PetGPA04","シンクロウダン","『シンクロウ』用のフォトンアーツ。
プレイヤーの元へ戻り、気弾を発射。
「繋ぎ」によってバインド効果が発生。"
"PetGPA05","シンクロウゲキ","『シンクロウ』用のフォトンアーツ。
全身の力を乗せた一撃を叩き込む。
「繋ぎ」の回数に応じて、威力が上昇。"
"PetMPA01","ジンガスライサー","『ジンガ』用のフォトンアーツ。
広範囲にわたる素早い双撃で
数多の敵を同時に攻撃する。"
